Language,DishID,DishName,Category,Price,Ingredients,Description
Vietnamese,6a401529-fe88-46e8-9257-ec5bf0daa9b1,Đậu hũ sốt cà chua kiểu nhà,Món phụ,55.000₫,"Đậu hũ, Cà chua, Hành lá, Tỏi, Nước mắm","Đậu hũ mềm, sốt cà chua chua ngọt, hợp ăn kèm cơm."
Vietnamese,4d7e3c7b-5cfa-40da-b974-bbeee5e01b6a,Thịt kho tàu trứng,Món chính,140.000₫,"Thịt ba chỉ, Trứng vịt, Nước dừa, Nước mắm, Đường, Hành tỏi","Thịt mềm béo, trứng thấm vị, thơm nước dừa."
Vietnamese,240beba8-047b-4668-9a69-836bda1d3382,Súp bắp cua,Súp,65.000₫,"Thịt cua, Bắp ngọt, Nước dùng gà, Trứng, Nấm, Bột năng, Hành ngò","Súp sánh mịn, vị ngọt tự nhiên từ cua và bắp."
Vietnamese,b1815d41-b5be-4b18-9c16-b8f58a4f168c,Gỏi bưởi tôm thịt,Khai vị,95.000₫,"Bưởi, tôm sú, thịt ba chỉ, rau răm, đậu phộng, nước mắm","Gỏi thanh mát, vị chua ngọt cân bằng, thơm rau răm và đậu phộng."
Vietnamese,81c74e1d-ec63-4986-a7b1-c3d68501d546,Miến lươn trộn Hà Nội,Món chính,105.000₫,"Miến dong, lươn chiên, giá, rau thơm, hành phi, nước trộn chua ngọt","Miến dai, lươn giòn, trộn chua ngọt vừa miệng."
Vietnamese,0d3bc89c-38eb-46af-9849-298d616de680,Bánh bột lọc Huế lá chuối,Khai vị,55.000₫,"Bột năng, Tôm, Thịt ba chỉ, Hành phi, Lá chuối, Nước mắm","Bánh trong dai, nhân tôm thịt đậm đà, gói lá chuối thơm nhẹ."
Vietnamese,1e245ab5-7ee8-43e4-b6e9-e56ddfaaa3d6,Sườn non nướng mật ong ngũ vị,Món chính,195.000₫,"Sườn non, Mật ong, Ngũ vị hương, Tỏi, Nước mắm","Sườn nướng bóng mật ong, thơm ngũ vị, thịt mềm và hơi xém cạnh."
Vietnamese,27c0cc47-7d6e-4336-a248-d8cec4be63d9,Bún chả nướng than kèm nem cua,Món chính,110.000₫,"Thịt heo nướng, bún tươi, nước mắm pha, đu đủ xanh, rau thơm, nem cua","Chả nướng than thơm lừng, ăn cùng bún và nước chấm chua ngọt đậm đà."
Vietnamese,a95423e5-cebb-4309-8dcd-3d78cd1fd4e7,Bánh flan caramel kiểu Việt,Tráng miệng,35.000₫,"Trứng gà, sữa, caramel đường, vani","Flan mềm mượt, caramel thơm đắng nhẹ, hợp dùng lạnh sau bữa ăn."
Vietnamese,6223f55b-1508-4b00-81b0-0fbf193c39fe,Súp hải sản kiểu Quảng,Súp,75.000₫,"Tôm, Mực, Nấm, Bắp non, Trứng cút, Nước dùng gà, Bột năng","Súp sánh nhẹ, vị ngọt tự nhiên từ hải sản và nước dùng trong."
Vietnamese,f8ed16ff-827f-4ec6-973f-2a1536b06113,Bò nướng lá lốt kèm mỡ chài,Món chính,145.000₫,"Thịt bò xay, Lá lốt, Mỡ chài, Sả, Hành tím, Tiêu","Cuốn lá lốt nướng thơm nức, béo nhẹ mỡ chài, hợp ăn kèm rau và bánh tráng."
Vietnamese,f0a3cb2a-e87b-4cd4-b888-6e9645ac6119,Cháo hàu sữa,Súp,88.000₫,"Hàu sữa, gạo, gừng, hành lá, tiêu","Cháo sánh mịn, hàu béo ngọt, ấm bụng ngày se lạnh."
Vietnamese,7dfcb498-58d6-4926-a2bf-cfa9f7092c9c,Nước sấu gừng Hà Nội,Đồ uống,42.000₫,"Sấu, gừng, đường, nước, đá","Chua dịu thơm gừng, mát lạnh, đúng vị phố cổ."
Vietnamese,49800b91-ddf3-4f86-80aa-583f01bfc0e8,Nem cuốn tươi chấm mắm nêm,Khai vị,80.000₫,"Bánh tráng, tôm, thịt luộc, bún, rau sống, mắm nêm, thơm","Cuốn tươi nhiều rau, chấm mắm nêm đậm đà kiểu miền Trung."
Vietnamese,73f7bdb0-b5a0-496f-a8aa-cb01e42d8229,Súp cua gạch,Súp,110.000₫,"Thịt cua, gạch cua, nước dùng, nấm tuyết, trứng, ngò","Súp cua béo thơm gạch, nóng hổi, vị ngọt tự nhiên."
Vietnamese,d6fafc65-01a1-43cf-a9a5-64b386fc5021,Nem chua rán Hà Nội sốt tương ớt,Khai vị,75.000₫,"Nem chua, Bột chiên giòn, Dưa góp, Tương ớt","Nem chua rán vàng giòn, chấm sốt cay ngọt, kèm dưa góp cân vị."
Vietnamese,d3068519-1115-413b-bdad-7cc3890c290a,Xôi xoài nước cốt dừa,Tráng miệng,70.000₫,"Nếp, Xoài chín, Nước cốt dừa, Mè rang, Đường","Nếp dẻo thơm, xoài chín ngọt, rưới cốt dừa béo và mè rang."
Vietnamese,f8080836-b90d-41ca-94b8-bbaa07d82dcb,Gỏi xoài xanh tôm khô miền Tây,Khai vị,75.000₫,"Xoài xanh, tôm khô, rau răm, đậu phộng, nước mắm chua ngọt","Gỏi chua ngọt giòn mát, dậy mùi tôm khô và rau răm."
Vietnamese,6c518232-d389-4d05-9aa1-6ef930b3d093,Bò nướng lá lốt Sài Gòn,Món chính,135.000₫,"Thịt bò xay, Lá lốt, Sả, Tỏi, Đậu phộng, Bánh tráng","Cuốn bò thơm mùi lá lốt, nướng xém cạnh, ăn kèm rau và nước chấm đậm vị."
Vietnamese,9937191a-c8f6-4a72-b1f5-c1e2d96c33d9,Ốc hương rang muối ớt Phú Quốc,Món phụ,155.000₫,"Ốc hương, Muối hạt, Ớt, Tỏi, Bơ, Lá chanh","Ốc giòn ngọt, áo lớp muối ớt cay thơm, dậy mùi tỏi và lá chanh."
Vietnamese,656c2a1c-0ccf-4099-9379-1378b1c9925d,Đậu hũ non sốt nấm và dầu hành,Món phụ,65.000₫,"Đậu hũ non, Nấm hương, Nấm bào ngư, Dầu hành, Nước tương, Tiêu","Đậu hũ mềm mịn, sốt nấm đậm đà, dùng kèm cơm hoặc lẩu."
Vietnamese,669e1d45-5760-47f8-adeb-7c6d36f259dd,Nem chua rán Hà Nội kèm sốt me,Khai vị,70.000₫,"Nem chua, bột chiên, dầu ăn, sốt me, tương ớt","Vỏ giòn ruộm, nhân mềm thơm, chua ngọt nhẹ với sốt me."
Vietnamese,7fc8b7a0-214c-4ab1-a6e4-afbaa6bff818,Lẩu mắm U Minh hải sản,Món chính,290.000₫,"Mắm cá linh, tôm, mực, cá, cà tím, bông súng, rau đắng, kèo nèo","Nồi lẩu dậy mùi mắm đặc trưng, ngọt hậu từ hải sản và rau đồng."
Vietnamese,81742f56-a4b6-4148-8006-db8a8719fb29,Bánh pía sầu riêng nướng nóng,Tráng miệng,55.000₫,"Bột mì, sầu riêng, đậu xanh, trứng muối, đường","Vỏ nhiều lớp tơi xốp, nhân sầu riêng thơm lừng, nướng nóng hấp dẫn."
Vietnamese,73356cc8-4a08-43d2-8066-2878f0da759f,Súp gà xé nấm hương,Súp,55.000₫,"Gà xé, Nấm hương, Bắp non, Trứng, Bột năng, Tiêu","Súp sánh nhẹ, ngọt thanh từ gà và nấm hương."
Vietnamese,0335db88-5cea-4cd4-8598-da7d7d5e999c,Khoai lang chiên giòn lắc muối tôm,Món phụ,45.000₫,"Khoai lang, Bột chiên giòn, Muối tôm, Dầu ăn","Khoai giòn ngoài mềm trong, lắc muối tôm mặn cay hấp dẫn."
Vietnamese,20ed51b6-8d62-4992-abbe-e85a4ca7cc52,Nem lụi Huế ăn kèm bánh hỏi,Khai vị,89.000₫,"Thịt heo xay, Sả, Bánh hỏi, Rau sống, Đậu phộng, Nước lèo","Nem nướng thơm sả, ăn cùng bánh hỏi mềm và nước chấm đậm đà."
Vietnamese,f3dd3d18-893f-44b0-b756-d7e35944a40a,Thắng cố ngựa Mộc Châu,Súp,175.000₫,"Thịt ngựa, Lòng ngựa, Thảo quả, Quế, Gừng, Sả, Rau thơm","Món súp đậm chất vùng cao, hương gia vị núi rừng mạnh mẽ."
Vietnamese,ec074435-e1ba-4928-94fb-374cced83cee,Dưa góp đu đủ cà rốt chua ngọt,Món phụ,35.000₫,"Đu đủ xanh, Cà rốt, Giấm, Đường, Muối, Tỏi, Ớt","Đồ chua giòn, vị chua ngọt nhẹ giúp cân bằng món nhiều dầu mỡ."
Vietnamese,a89635e7-7d7f-435a-8ab8-478da531a0e7,Gỏi bưởi tôm thịt kiểu miền Tây,Khai vị,95.000₫,"Bưởi da xanh, tôm sú, thịt ba chỉ, rau răm, đậu phộng, nước mắm chua ngọt","Gỏi thanh mát, vị ngọt bưởi hòa cùng tôm thịt và nước mắm chua ngọt."
Vietnamese,3539ca02-083b-4cbe-afe0-8c1bd9a490f6,Đậu hũ non sốt nấm bào ngư,Món phụ,75.000₫,"Đậu hũ non, nấm bào ngư, xì dầu, gừng, hành boa-rô, tiêu","Món nhẹ bụng, đậu hũ mềm mịn hòa cùng sốt nấm thơm."
Vietnamese,d38f664d-9963-4886-9add-14c84317da9d,Bún chả Hà Nội kèm nem cua bể,Món chính,125.000₫,"Thịt nướng, bún, rau sống, nước chấm, nem cua bể","Thịt nướng thơm than, nước chấm chua ngọt, thêm nem cua bể giòn rụm."
Vietnamese,16aeb0f5-5bfb-43a6-a807-ed4a61eb84bf,Bắp xào tôm khô mỡ hành,Món phụ,55.000₫,"Bắp hạt, tôm khô, mỡ hành, hành phi, bơ, tương ớt","Bắp xào dẻo ngọt, thơm bơ và hành, điểm tôm khô đậm đà."
Vietnamese,bcdc88ab-fec9-4cf8-8499-a1649132a465,Bánh bột lọc lá chuối Huế,Khai vị,60.000₫,"Bột năng, tôm, thịt ba chỉ, hành phi, lá chuối, nước mắm ớt","Bánh trong dai, nhân tôm thịt đậm vị, thơm mùi lá chuối."
Vietnamese,7bcf1b84-61e7-41ba-bd39-4e3beeebbe6f,Đậu hũ non sốt nấm và dầu hào,Món phụ,75.000₫,"Đậu hũ non, nấm đùi gà, nấm hương, dầu hào, hành lá","Đậu hũ mịn béo, sốt nấm thơm ngọt dùng kèm cơm trắng."
Vietnamese,fd4f5bdc-541a-4be3-860c-aaa4382b5dcf,Gỏi bưởi tôm Cà Mau,Khai vị,85.000₫,"Bưởi, tôm, rau răm, hành phi, đậu phộng","Gỏi chua ngọt thanh mát, tôm ngọt thịt và bưởi giòn mọng."
Vietnamese,47255e2f-d571-49f7-a7f7-1a52edeb3ec6,Nem cuốn Huế sốt mè,Khai vị,75.000₫,"Bánh tráng, tôm, thịt heo, bún, rau sống, sốt mè","Cuốn tươi nhẹ bụng, chấm sốt mè béo thơm kiểu Huế."
Vietnamese,b020358d-5596-4b80-89dc-7fef5f0ece10,Cá kho tộ làng chài,Món chính,145.000₫,"Cá basa hoặc cá bông lau, nước mắm, tiêu, hành, ớt, nước dừa","Kho sánh keo, thơm tiêu, vị mặn ngọt cân bằng, ăn kèm cơm trắng."
Vietnamese,a8605749-9fa1-40bc-aeb7-c62da7b9b3c1,Súp bào ngư gà xé nấm tuyết,Súp,129.000₫,"Bào ngư, thịt gà, nấm tuyết, nấm hương, gừng, hành lá","Súp thanh ngọt, bổ dưỡng với bào ngư mềm giòn."
Vietnamese,93d1e9e4-d6b3-4e22-94d4-3c89c745bd7b,Dưa cải chua kèm thịt kho,Món phụ,35.000₫,"Cải bẹ muối, hành tím, ớt, đường","Chua giòn vừa phải, giúp cân bằng vị béo của các món kho, nướng."
Vietnamese,aba49b41-80c6-4466-96a0-44093ea63a5d,Bò lúc lắc khoai tây áp chảo,Món chính,165.000₫,"Thịt bò, Hành tây, Ớt chuông, Tỏi, Nước tương, Khoai tây","Bò mềm mọng đảo nhanh lửa lớn, ăn kèm khoai tây vàng giòn."
Vietnamese,bb28ab79-2383-42b5-ab2f-3ebb90a00e6c,Miến xào cua Cà Mau,Món chính,175.000₫,"Miến dong, Thịt cua, Giá, Hẹ, Nấm, Nước mắm","Miến dai trong, cua ngọt thịt, xào lửa lớn thơm hẹ và mùi tỏi phi."
Vietnamese,7ae6914c-cbef-4052-8caf-087111b4d7ca,Đĩa rau rừng Tây Nguyên chấm muối kiến,Món phụ,75.000₫,"Rau rừng theo mùa, muối kiến, ớt, chanh","Rau giòn thơm, chấm muối kiến mặn cay lạ miệng."
Vietnamese,661b5532-e756-4b88-aebc-30053e0d2feb,Cơm tấm sườn bì chả trứng,Món chính,89.000₫,"Gạo tấm, sườn nướng, bì, chả trứng, đồ chua, nước mắm","Sườn nướng thơm, hạt cơm tấm tơi, ăn cùng nước mắm sánh."
Vietnamese,b5e5245c-1b61-4309-9931-dd7faa498058,Trà sen Tây Hồ ướp lạnh,Đồ uống,45.000₫,"Trà xanh, gạo sen, mật ong, đá","Hương sen thanh tao, uống lạnh dịu nhẹ và thơm bền."
Vietnamese,0e4c0664-e461-4fbe-b3b4-597ad8a2292e,Cháo hải sản Nha Trang,Súp,99.000₫,"Tôm, mực, cá, gạo, gừng, hành lá, tiêu","Cháo sánh mịn, hải sản tươi, ấm bụng và dễ ăn."
Vietnamese,630b3ae5-fab4-4ee2-ae31-b699c3983f6f,Súp bắp gà xé,Súp,45.000₫,"Gà ta, Bắp ngọt, Trứng gà, Nấm, Bột năng, Hành ngò","Súp sánh mịn, thơm vị gà và bắp ngọt, thích hợp mở đầu bữa ăn."
Vietnamese,a3c9892e-5621-4a7e-82b1-f47f1fceee67,Cá kho tộ riềng nghệ,Món chính,145.000₫,"Cá ba sa hoặc cá lóc, Riềng, Nghệ, Nước dừa, Nước mắm, Tiêu","Kho tộ sánh kẹo, thơm riềng nghệ, thịt cá thấm vị đưa cơm."
Vietnamese,adfef2d6-0575-461b-9bfe-b68ac4861105,Tôm rang muối Hồng Kông,Món phụ,175.000₫,"Tôm sú, Muối rang, Tỏi, Ớt, Hành lá, Bơ","Tôm săn chắc, áo muối tỏi thơm lừng, dùng kèm cơm trắng hoặc bánh mì."
Vietnamese,7e82c741-cbae-405a-a9a7-12a520548fe8,Gỏi xoài khô bò,Khai vị,75.000₫,"Xoài xanh, khô bò, rau răm, đậu phộng, nước mắm chua ngọt","Gỏi chua giòn, thơm rau răm, vị mặn ngọt hài hòa."
Vietnamese,8112f902-1d52-42a4-bcf7-3edaefa93fc5,Bánh flan caramen cốt dừa,Tráng miệng,48.000₫,"Trứng gà, sữa, đường caramen, nước cốt dừa","Flan mềm mịn, caramen thơm, thêm cốt dừa béo nhẹ."
Vietnamese,89c74177-6818-4f5b-991e-2eb0c4559f56,Nước sâm mía lau,Đồ uống,35.000₫,"Mía lau, rễ tranh, la hán quả, lá dứa, đường phèn","Thức uống thảo mộc thanh mát, thơm nhẹ, giải nhiệt."
Vietnamese,59b7cf70-db55-4c2d-b4e9-50aa38f65493,Bánh bột lọc lá chuối,Khai vị,60.000₫,"Bột năng, Tôm, Thịt ba chỉ, Hành phi, Nước mắm Huế","Bánh trong dẻo, nhân tôm thịt đậm đà, chấm mắm ớt kiểu Huế."
Vietnamese,81053b7f-5aa0-49c2-a13f-1d8bde7b88a3,Cơm lam gà nướng mắc khén,Món chính,195.000₫,"Gà ta, Mắc khén, Sả, Muối, Gạo nếp, Ống tre","Gà nướng thơm cay tê mắc khén, dùng cùng cơm lam dẻo bùi vùng Tây Bắc."
Vietnamese,985df9df-abae-4e8c-af8c-ca6af0e4f9d2,Súp gà ngô non trứng bắc thảo,Súp,75.000₫,"Thịt gà, Ngô non, Trứng bắc thảo, Nấm, Bột năng, Tiêu","Súp nóng mịn, ngọt thịt gà, béo bùi bắc thảo."
Vietnamese,865fc33f-bb87-43d7-bc5a-90f854bde068,Bò lá lốt chảo gang,Món chính,135.000₫,"Thịt bò xay, Lá lốt, Sả, Hành tím, Tiêu, Nước mắm","Cuốn bò lá lốt nướng thơm nức, dậy mùi lá lốt và sả, dùng nóng trên chảo gang."
Vietnamese,5096ec34-5f72-4cc1-ba90-a1d7d603bc8b,Gà nướng mật ong Tây Bắc,Món chính,210.000₫,"Gà đồi, Mật ong, Mắc khén, Hạt dổi, Tỏi, Sả","Gà đồi nướng da bóng giòn, thơm mắc khén hạt dổi, vị ngọt nhẹ từ mật ong."
Vietnamese,b4a948e0-9fa0-4511-974d-d36194c84b1b,Kim chi cải thảo kiểu Việt,Món phụ,40.000₫,"Cải thảo, Ớt bột, Tỏi, Gừng, Nước mắm, Đường","Chua cay vừa miệng, giòn mát, cân bằng vị béo của món chính."
Vietnamese,7b87c9b5-21f7-430f-bb70-176e5451fd36,Thắng cố ngựa kiểu Mông,Súp,150.000₫,"Thịt ngựa, Nội tạng, Thảo quả, Quế, Gừng, Sả, Rượu ngô","Món hầm nóng hổi vùng cao, thơm gia vị núi rừng."
Vietnamese,398d2978-d634-4fed-a190-d158f9b3cc56,Gỏi cuốn tôm thịt kèm sốt tương,Khai vị,65.000₫,"Bánh tráng, Tôm, Thịt ba chỉ, Bún, Xà lách, Hẹ, Tương đậu, Đậu phộng","Cuốn thanh mát, chấm sốt tương đậu phộng sánh thơm."
Vietnamese,97636b5e-b3d7-4f4f-a6a2-0bbb2316b84a,Súp chua cay kiểu Huế,Súp,70.000₫,"Nước dùng xương, cà chua, dứa, nấm, đậu hũ, ớt, giấm","Súp nóng ấm, chua cay rõ nét, hợp khai vị trong ngày se lạnh."
Vietnamese,6ead8957-91fd-491d-9b47-168f96e416f8,Bánh bột lọc tôm thịt Huế,Khai vị,69.000₫,"Bột năng, tôm, thịt ba chỉ, hành phi, nước mắm ớt","Bánh trong dai, nhân tôm thịt đậm vị, chấm mắm ớt cay nhẹ."
Vietnamese,a46f5e36-e74b-4faa-b500-326a99d10143,Cá bống kho tiêu niêu đất,Món chính,139.000₫,"Cá bống, nước mắm, tiêu đen, hành, ớt, đường thốt nốt","Kho sánh kẹo trong niêu, vị mặn ngọt hài hòa, thơm tiêu."
Vietnamese,6e257901-9930-4ea3-9a73-b413158bde2e,Gỏi xoài khô cá lóc miền Tây,Khai vị,65.000₫,"Xoài xanh, khô cá lóc, rau răm, đậu phộng, nước mắm chua ngọt","Gỏi chua giòn, thơm mùi rau răm và vị mặn ngọt đặc trưng miền sông nước."
Vietnamese,c1493815-ae19-4d97-93f5-45e1b3360f18,Canh lá giang gà,Súp,125.000₫,"Thịt gà, lá giang, sả, hành tím, ớt, nước mắm","Vị chua dịu tự nhiên từ lá giang, thơm sả, ăn nóng rất bắt vị."
Vietnamese,b13009d2-b37c-4ded-a72f-f22fc5e79c34,Sâm dứa hạt chia,Đồ uống,52.000₫,"Lá dứa, Đường phèn, Hạt chia, Nước lọc, Đá","Nước sâm dứa xanh thơm, ngọt thanh, thêm hạt chia mát lành."
Vietnamese,0008c59a-0563-4dc1-940b-44e067ca79b3,Lẩu mắm Cần Thơ (1–2 người),Món chính,260.000₫,"Mắm cá linh/cá sặc, tôm, mực, thịt ba chỉ, cà tím, bông súng, rau đồng","Nước lẩu đậm thơm mắm, ăn kèm rau đồng phong phú đúng miền Tây."
Vietnamese,5314dd4f-6d7a-4c95-bb5f-20ab9f19e5e7,Chè lam Phủ Quảng,Tráng miệng,60.000₫,"Bột nếp, mật mía, gừng, lạc rang, vừng","Dẻo thơm mật mía, ấm gừng, bùi lạc vừng—đậm chất Bắc Bộ."
Vietnamese,7d5b78e0-4171-491f-b1fe-eea2b6b2f8f8,Bò lúc lắc sốt tiêu đen ăn kèm khoai tây,Món chính,165.000₫,"Thịt bò, tiêu đen, hành tây, ớt chuông, bơ, tỏi, khoai tây, xà lách","Bò mềm mọng, sốt tiêu đen đậm vị, ăn kèm khoai chiên và salad."
Vietnamese,4e6aec1b-64f1-4ae9-af23-2cbca3ebb788,Tôm sú sốt bơ tỏi,Món phụ,195.000₫,"Tôm sú, bơ, tỏi, chanh, mùi tây, tiêu","Tôm ngọt chắc, sốt bơ tỏi thơm béo, vị chanh giúp cân bằng."
Vietnamese,22255c3e-f8f3-4d5c-ad70-683d66a9d9b9,Nem cuốn tôm thịt kèm tương đậu,Khai vị,55.000₫,"Bánh tráng, Tôm, Thịt ba chỉ, Bún tươi, Rau sống, Tương đậu","Cuốn tươi mát, cân bằng vị béo của thịt và ngọt của tôm, chấm tương đậu sánh thơm."
Vietnamese,13f8e36a-02bc-47a2-afbc-379fc80899dc,Đậu hũ sốt cà chua và hành lá,Món phụ,55.000₫,"Đậu hũ, Cà chua, Hành lá, Tỏi, Nước mắm, Tiêu","Đậu hũ mềm béo, sốt cà chua chua ngọt nhẹ, hợp ăn kèm cơm nóng."
Vietnamese,6bcab0b7-a0df-4d5b-8061-9ac9f6556129,Nước mơ muối đá,Đồ uống,38.000₫,"Mơ muối, Đường, Nước lọc, Đá viên","Giải khát chua mặn ngọt cân bằng, mát lạnh, hợp dùng kèm món nướng và lẩu."
Vietnamese,8a312582-d0de-4d9b-af00-44da6c059c95,Thắng cố ngựa kiểu Sa Pa,Món chính,240.000₫,"Thịt ngựa, nội tạng, thảo quả, quế, gừng, rượu ngô","Món hầm đậm vị thảo mộc, thơm nồng, chuẩn hương Tây Bắc."
Vietnamese,ad64b4bb-9daa-4b44-8cbe-f73b20b31aa5,Dĩa rau luộc kho quẹt,Món phụ,70.000₫,"Đậu bắp, bông cải, cà rốt, kho quẹt, tiêu, hành","Rau tươi giòn chấm kho quẹt mặn ngọt, thơm tiêu hành."
Vietnamese,d821d93d-4c7f-474d-9a14-fc14d070ba89,Thịt heo quay da giòn kiểu miền Bắc,Món chính,155.000₫,"Thịt ba chỉ, Muối, Giấm, Ngũ vị hương, Tỏi, Tiêu","Da nổ giòn rụm, thịt mềm ngọt, thơm ngũ vị."
Vietnamese,68e5bd9a-b2b5-47d8-af8f-e7952024069b,Xôi chim câu nấm hương,Món chính,155.000₫,"Gạo nếp, Chim câu, Nấm hương, Hành phi, Đậu xanh, Nước mắm, Tiêu","Xôi dẻo thơm, chim câu mềm ngọt, nấm hương dậy mùi hấp dẫn."
Vietnamese,aaa85122-60e6-45c2-93c1-2898a22fdfb1,Phở bò tái lăn Bắc Bộ,Súp,95.000₫,"Bánh phở, Thịt bò, Hành tây, Gừng, Quế, Hồi, Rau thơm","Nước phở trong ngọt, bò tái lăn thơm tiêu hành."
Vietnamese,4297e730-6b81-4361-b5c7-905ebf2a07b9,Súp gà xé ngô non trứng bắc thảo,Súp,65.000₫,"Gà ta, ngô non, trứng bắc thảo, nấm hương, hành ngò, tiêu","Mềm ấm, thơm nấm hương, điểm vị bùi béo của trứng bắc thảo."
Vietnamese,4a2c24fa-afa8-49fe-a266-491d01b24b71,Bò nướng lá lốt sốt me,Món chính,165.000₫,"Thịt bò, lá lốt, sả, tỏi, me, đậu phộng rang, rau sống","Cuốn bò thơm lá lốt, chấm sốt me chua ngọt, dậy mùi sả tỏi."
Vietnamese,d81eaaa3-3dbe-421a-bedb-7ee02ebe8d5f,Bún bò Huế phiên bản nhà hàng,Món chính,120.000₫,"Bắp bò, giò heo, chả cua, sả, mắm ruốc, bún, rau thơm","Nước dùng cay thơm sả và mắm ruốc, thịt mềm, topping đầy đặn."
Vietnamese,9276aabe-b3b8-494d-9197-474040c736b0,Cá hồi áp chảo sốt chanh dây,Món chính,265.000₫,"Cá hồi, chanh dây, bơ, tỏi, tiêu đen, rau củ nướng","Cá hồi béo mềm, sốt chanh dây chua thơm giúp cân vị, ăn kèm rau củ."
Vietnamese,586f2d20-da70-4a7a-9783-cb731da3277e,Chè lam Phủ Quảng gừng lạc,Tráng miệng,60.000₫,"Bột nếp rang, mạch nha, gừng, lạc rang, vừng","Dẻo thơm vị gừng ấm, bùi lạc vừng, ngọt dịu kiểu Bắc Bộ."
Vietnamese,ce6899e5-8b11-4d05-be7f-cafa2ecb8f79,Sương sa hạt lựu lá dứa,Tráng miệng,50.000₫,"Thạch sương sa, hạt lựu, lá dứa, nước cốt dừa, đá bào","Mát lạnh, thơm lá dứa, hạt lựu giòn vui miệng, cốt dừa béo nhẹ."
Vietnamese,bd89aeb4-ade7-49c3-900b-b1c45c7318db,Sườn nướng mật ong kèm cơm tấm,Món chính,120.000₫,"Sườn heo, mật ong, tỏi, nước mắm, cơm tấm, đồ chua, mỡ hành","Sườn nướng bóng thơm, cơm tấm dẻo, cân bằng với đồ chua."
Vietnamese,a168f619-8c61-4ab9-9dc1-9de4b08e2576,Chạo tôm nướng mía,Khai vị,135.000₫,"Tôm xay, Mía, Tỏi, Tiêu, Mỡ heo, Rau sống","Tôm quết bám mía nướng thơm, chấm tương đậu phộng, cuốn bánh tráng."
Vietnamese,5f686d74-572d-4534-b73f-10677e59a66c,Ốc hương nướng mỡ hành Nha Trang,Món phụ,139.000₫,"Ốc hương, Mỡ hành, Đậu phộng, Hành lá, Muối tiêu chanh","Ốc hương thơm lừng, mỡ hành béo ngậy, chấm muối tiêu chanh."
Vietnamese,005cbc3c-abf3-470d-a32e-11b8327a2d26,Cơm tấm sườn bì chả kiểu Sài Gòn,Món chính,78.000₫,"Sườn nướng, bì, chả trứng, cơm tấm, mỡ hành, đồ chua","Sườn nướng thơm, cơm tơi, ăn kèm nước mắm sệt và đồ chua."
Vietnamese,337e2f81-748d-4e4a-8b4b-f925693bcf09,Tàu hũ nước gừng trân châu,Tráng miệng,42.000₫,"Tàu hũ, nước gừng, đường thốt nốt, trân châu","Tàu hũ mềm mượt, thơm gừng ấm, ngọt thanh đường thốt nốt."
Vietnamese,78382fdd-21dc-4848-a248-bbda257b8a89,Mực nhồi thịt hấp gừng,Món chính,170.000₫,"Mực ống, Thịt heo xay, Nấm mèo, Miến, Gừng, Hành lá, Nước mắm","Mực giòn ngọt, nhân thơm, hấp gừng làm dậy vị hải sản."
Vietnamese,9516e9ba-a87e-4ff5-87c1-210c552aa657,Chè bưởi,Tráng miệng,40.000₫,"Cùi bưởi, Đậu xanh, Bột năng, Nước cốt dừa, Đường, Lá dứa","Chè sánh dẻo, cùi bưởi giòn, thơm béo nước cốt dừa."
Vietnamese,792b7ee3-2c63-4978-ac65-1a06315bbf7f,Mì Quảng tôm thịt Quảng Nam,Món chính,98.000₫,"Sợi mì Quảng, tôm, thịt heo, bánh tráng mè, đậu phộng, rau sống","Nước dùng sệt ít, đậm vị, giòn bánh tráng mè."
Vietnamese,bafa7983-675b-4470-857a-1934fb473b28,Súp chua cay hải sản kiểu Nha Trang,Súp,120.000₫,"Tôm, Mực, Cá, Cà chua, Me, Thơm, Ớt, Rau ngò om","Vị chua cay hài hòa, hải sản tươi, thơm mùi ngò om đặc trưng miền biển."
Vietnamese,af4c1175-35ff-46dc-b186-40ca7622d293,Sinh tố sầu riêng,Đồ uống,65.000₫,"Sầu riêng, sữa tươi, đá xay, sữa đặc","Béo ngậy, thơm nồng sầu riêng, uống lạnh sảng khoái."
Vietnamese,a242bba5-9124-4e8b-9027-33f96c038fe6,Bánh xèo miền Trung giòn rụm,Món chính,105.000₫,"Bột gạo, tôm, thịt, giá đỗ, nghệ, rau sống, bánh tráng, nước chấm","Bánh nhỏ giòn, nhân tôm thịt đầy đặn, cuốn rau chấm nước mắm chua ngọt."
Vietnamese,621751d7-16b4-4a82-8504-b054186ed946,Súp hải sản tom yum kiểu Việt,Súp,135.000₫,"Tôm, mực, nấm, sả, riềng, lá chanh, nước cốt dừa, ớt","Chua cay thơm sả riềng, hải sản tươi, cân bằng vị kiểu Việt."
Vietnamese,a5ee3713-4ba0-41a7-a361-2debda179e51,Kho quẹt chấm rau luộc,Món phụ,70.000₫,"Tóp mỡ, tôm khô, hành tím, tiêu, nước mắm, đường, rau củ luộc","Kho quẹt sánh mặn ngọt, thơm tiêu, chấm rau luộc cực đưa cơm."
Vietnamese,07d244f1-46dd-4fd1-9233-99583e3f466c,Xôi nếp nương gấc đậu xanh,Món phụ,55.000₫,"Nếp nương, gấc, đậu xanh, dừa nạo, đường, muối","Hạt xôi dẻo thơm, màu gấc đẹp, béo nhẹ vị dừa."
